image,Fix1_UL,Fix1_UC,Fix1_UR,Fix1_ML,Fix1_MC,Fix1_MR,Fix1_BL,Fix1_BC,Fix1_BR,Fix2_UL,Fix2_UC,Fix2_UR,Fix2_ML,Fix2_MC,Fix2_MR,Fix2_BL,Fix2_BC,Fix2_BR,Fix3_UL,Fix3_UC,Fix3_UR,Fix3_ML,Fix3_MC,Fix3_MR,Fix3_BL,Fix3_BC,Fix3_BR
1013.jpg,0.06666666666666667,0.0,0.0,0.06666666666666667,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0,0.0,0.0
1014.jpg,0.0,0.06666666666666667,0.0,0.26666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.2,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.13333333333333333,0.2,0.0,0.2,0.13333333333333333,0.0,0.3333333333333333,0.0,0.0
1015.jpg,0.0,0.06666666666666667,0.0,0.06666666666666667,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.7333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.4666666666666667,0.13333333333333333
1016.jpg,0.0,0.0,0.06666666666666667,0.06666666666666667,0.8,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333
1017.jpg,0.0,0.0,0.06666666666666667,0.0,0.7333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.2,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.4,0.0
1018.jpg,0.2,0.13333333333333333,0.0,0.13333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.6,0.06666666666666667,0.0,0.06666666666666667,0.0
1019.jpg,0.0,0.2,0.0,0.13333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1020.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.6,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.0,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.0,0.0,0.0
1021.jpg,0.0,0.0,0.0,0.13333333333333333,0.8,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.2,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.26666666666666666,0.0,0.13333333333333333,0.2,0.26666666666666666,0.13333333333333333
1022.jpg,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.6,0.0,0.0,0.06666666666666667,0.0,0.0
1023.jpg,0.0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0
1024.jpg,0.0,0.06666666666666667,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.06666666666666667,0.0,0.6666666666666666,0.0,0.0,0.26666666666666666,0.0
1025.jpg,0.0,0.06666666666666667,0.0,0.26666666666666666,0.6,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.2,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.0
1026.jpg,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,0.6,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.26666666666666666,0.5333333333333333,0.0,0.0,0.06666666666666667
1027.jpg,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.06666666666666667,0.0,0.4,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.0,0.4,0.13333333333333333,0.0
1028.jpg,0.0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.6,0.2,0.06666666666666667,0.0,0.0
1029.jpg,0.0,0.0,0.0,0.0,0.9333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0
1030.jpg,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.4666666666666667,0.4,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.2,0.4666666666666667,0.13333333333333333,0.0,0.0,0.0
1031.jpg,0.06666666666666667,0.13333333333333333,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.26666666666666666,0.4,0.26666666666666666,0.0,0.0,0.0
1032.jpg,0.2,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
1033.jpg,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.5333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.4
1034.jpg,0.4666666666666667,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
1035.jpg,0.0,0.06666666666666667,0.0,0.26666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.2,0.2,0.06666666666666667,0.0,0.06666666666666667
1036.jpg,0.06666666666666667,0.26666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.2,0.0,0.13333333333333333,0.0,0.0
1037.jpg,0.0,0.4666666666666667,0.0,0.13333333333333333,0.2,0.0,0.13333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.2,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.4,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.4,0.06666666666666667
1038.jpg,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.8666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
1039.jpg,0.0,0.13333333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.2,0.0,0.0,0.0,0.0
1040.jpg,0.0,0.13333333333333333,0.0,0.3333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0,0.26666666666666666,0.2,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.2,0.0,0.4,0.2,0.13333333333333333,0.0,0.0,0.0
1041.jpg,0.13333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.8666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.8666666666666667,0.0,0.0,0.0
1042.jpg,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.6,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.2,0.0
1043.jpg,0.06666666666666667,0.13333333333333333,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.06666666666666667,0.0,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.3333333333333333,0.2,0.13333333333333333,0.13333333333333333,0.0
1044.jpg,0.0,0.0,0.0,0.2,0.6666666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.4666666666666667,0.4,0.0,0.0,0.0
1045.jpg,0.5333333333333333,0.0,0.0,0.06666666666666667,0.4,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.06666666666666667,0.0,0.4666666666666667,0.0,0.0,0.26666666666666666,0.2,0.0,0.06666666666666667,0.0,0.0
1046.jpg,0.0,0.0,0.0,0.4666666666666667,0.4,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.26666666666666666,0.0,0.4,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.3333333333333333,0.06666666666666667,0.2,0.0,0.0,0.0
1047.jpg,0.0,0.0,0.0,0.0,0.9333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.13333333333333333,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.2,0.3333333333333333,0.0,0.0,0.0
1048.jpg,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049.jpg,0.2,0.13333333333333333,0.0,0.0,0.5333333333333333,0.0,0.0,0.13333333333333333,0.0,0.2,0.06666666666666667,0.0,0.0,0.26666666666666666,0.0,0.2,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.2,0.0,0.13333333333333333,0.4666666666666667,0.0
1050.jpg,0.06666666666666667,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0
1051.jpg,0.0,0.0,0.0,0.7333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.5333333333333333,0.0,0.2,0.13333333333333333,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0
1052.jpg,0.0,0.26666666666666666,0.0,0.0,0.6666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.13333333333333333
1053.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0
1054.jpg,0.0,0.0,0.0,0.26666666666666666,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.5333333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.6,0.3333333333333333,0.0,0.0,0.0,0.0
1055.jpg,0.0,0.6,0.0,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.4666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.26666666666666666,0.0,0.4,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.4,0.06666666666666667
1056.jpg,0.13333333333333333,0.0,0.0,0.06666666666666667,0.7333333333333333,0.06666666666666667,0.0,0.0,0.0,0.4,0.0,0.0,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.2,0.2,0.13333333333333333,0.0,0.0,0.0
1057.jpg,0.0,0.0,0.0,0.2,0.5333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.6,0.3333333333333333,0.0,0.0,0.0
1058.jpg,0.0,0.0,0.0,0.13333333333333333,0.6,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.3333333333333333,0.2,0.0,0.0,0.0
1059.jpg,0.0,0.0,0.0,0.13333333333333333,0.8,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.7333333333333333,0.13333333333333333,0.0
1060.jpg,0.0,0.0,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.06666666666666667,0.13333333333333333,0.2,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.4666666666666667
1061.jpg,0.06666666666666667,0.26666666666666666,0.0,0.0,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.2,0.0,0.0,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0
1062.jpg,0.0,0.0,0.0,0.6,0.06666666666666667,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.4666666666666667,0.0,0.2,0.06666666666666667,0.0,0.26666666666666666,0.0,0.0,0.0,0.2,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.4
1063.jpg,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.2,0.4666666666666667,0.0,0.0,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4666666666666667
1064.jpg,0.0,0.4,0.0,0.0,0.2,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.4,0.0,0.0,0.0,0.13333333333333333,0.0,0.4666666666666667,0.0,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.4666666666666667,0.0
1065.jpg,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.0
1066.jpg,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.2,0.5333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.0
1067.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0
1068.jpg,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
1069.jpg,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667
1070.jpg,0.0,0.06666666666666667,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.8666666666666667,0.0,0.0,0.0,0.0
1071.jpg,0.3333333333333333,0.0,0.0,0.0,0.26666666666666666,0.4,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.4666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0
1072.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
1073.jpg,0.0,0.06666666666666667,0.0,0.0,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.8666666666666667,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.0,0.0,0.0
1074.jpg,0.3333333333333333,0.0,0.0,0.13333333333333333,0.13333333333333333,0.4,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.5333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.6666666666666666,0.0,0.0,0.06666666666666667
1075.jpg,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.2,0.3333333333333333,0.2,0.0,0.06666666666666667,0.2,0.0,0.0,0.0
1076.jpg,0.0,0.06666666666666667,0.0,0.0,0.4666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.7333333333333333,0.06666666666666667,0.0,0.0,0.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.6666666666666666,0.0,0.0
1077.jpg,0.0,0.06666666666666667,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.13333333333333333,0.4666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0
1078.jpg,0.0,0.4666666666666667,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.2,0.2,0.0,0.13333333333333333,0.0,0.0,0.26666666666666666,0.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.0,0.26666666666666666,0.0
1079.jpg,0.0,0.0,0.0,0.06666666666666667,0.8,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.26666666666666666,0.2,0.0,0.0,0.0
1080.jpg,0.0,0.26666666666666666,0.0,0.13333333333333333,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.2,0.0,0.26666666666666666,0.06666666666666667,0.0
1081.jpg,0.06666666666666667,0.0,0.0,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.4666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.4666666666666667,0.0,0.0,0.0
1082.jpg,0.0,0.06666666666666667,0.0,0.06666666666666667,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.7333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
1083.jpg,0.0,0.7333333333333333,0.0,0.06666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.2,0.0,0.6,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0
1084.jpg,0.0,0.0,0.13333333333333333,0.4666666666666667,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.2,0.13333333333333333,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.4,0.0,0.0
1085.jpg,0.0,0.5333333333333333,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0
1086.jpg,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.4,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0
1087.jpg,0.0,0.2,0.0,0.2,0.5333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4,0.06666666666666667,0.26666666666666666,0.0
