image,UL,UC,UR,ML,MC,MR,BL,BC,BR
1025.jpg,0.09659348487792241,0.041771905964639595,0.02503076225633055,0.13341104850722105,0.23890939705977593,0.2886794896703581,0.03523087882909138,0.12541286186127842,0.014960170973382553
1026.jpg,0.16372422069923886,0.044089315604964784,0.15001737043236585,0.028898082935918896,0.20974007516659823,0.3956352840855257,0.0,0.0,0.007895651075387677
1027.jpg,0.0,0.30181451612903226,0.0,0.0,0.1381048387096774,0.0,0.26653225806451614,0.11838037634408602,0.17516801075268817
1028.jpg,0.0,0.0,0.15272066885964913,0.03666392543859649,0.43133223684210525,0.19904742324561403,0.12801535087719298,0.052220394736842105,0.0
1029.jpg,0.029175016132866896,0.14573922494311042,0.05665183575043304,0.28475359168562986,0.1814692796250382,0.26345820738375847,0.02588051489318344,0.01287232958597969,0.0
1030.jpg,0.05545255909421969,0.12775607495199628,0.12739190889227306,0.2312123419188241,0.2396543733033172,0.21853274183936966,0.0,0.0,0.0
1031.jpg,0.08353539044076129,0.13312518683362673,0.08855083535390441,0.16982761484040257,0.28554821137941344,0.23014581326601788,0.0040854286378583056,0.005181519248015412,0.0
1032.jpg,0.3450349697604487,0.006993952089738825,0.1260262864479508,0.06764199074230497,0.20150690948406932,0.12913470959894585,0.0,0.0389228638037639,0.08473831807277765
1033.jpg,0.0,0.0,0.0,0.010699757289850613,0.3620141523946262,0.31887327795439785,0.01319522783987967,0.0288859262297884,0.2663316582914573
1034.jpg,0.2677794152928677,0.007471638619460534,0.4372622270966857,0.04345888885080714,0.13126777941529286,0.03680981595092025,0.0,0.06158960825307605,0.014360626520889742
1035.jpg,0.02566640499675757,0.0700706508754565,0.1944093655073552,0.17573978634083073,0.2820574081026656,0.1888119048431687,0.015358885968804395,0.012048192771084338,0.035837400593876925
1036.jpg,0.14217257786926737,0.20497418418654878,0.11531063341544899,0.07903350993824453,0.2572807343164715,0.06367900651300915,0.09313940539263658,0.037593223770796075,0.006816724597577026
1037.jpg,0.11633094265811057,0.19656154558868946,0.005593493703030095,0.010397721423424041,0.05840568271507498,0.027006622971071686,0.1737071480045297,0.39418688445832334,0.01780995847774613
1038.jpg,0.00871272126179489,0.45213168951029686,0.024898408981334802,0.050657758798815344,0.3087333838418624,0.02076589296783525,0.027377918589434534,0.10159101866519733,0.0051312073834286105
1039.jpg,0.2153609831029186,0.2996620583717358,0.01348694316436252,0.10583717357910906,0.23376344086021505,0.024761904761904763,0.019846390168970815,0.07812596006144393,0.009155145929339479
1040.jpg,0.03927015810954488,0.2234797818705628,0.03134753232499914,0.280927393078849,0.1969681380114552,0.2073601536509243,0.011866790136159412,0.0,0.00878005281750523
1041.jpg,0.08296943231441048,0.010168434185901435,0.0,0.2221459762944479,0.03521522145976295,0.6351528384279476,0.014348097317529632,0.0,0.0
1042.jpg,0.007980535279805353,0.26708840227088404,0.02202757502027575,0.09472830494728304,0.1396918085969181,0.0045742092457420926,0.09044606650446066,0.366066504460665,0.007396593673965937
1043.jpg,0.014167207182603352,0.17505888778889153,0.007646878093742532,0.0,0.3173113030416823,0.18482231249786638,0.07855118970402485,0.18895299218243267,0.03348922950875636
1044.jpg,0.0,0.0,0.022909800659136722,0.24624836015742488,0.36921255559466293,0.35676575048795317,0.0,0.0,0.004863533100822321
1045.jpg,0.3309152904994317,0.013672527913351608,0.027478772481112523,0.08243631744333757,0.32396202447014777,0.09704486193755432,0.0063515410844420675,0.06672461055024403,0.05141405362037842
1046.jpg,0.09689006828257986,0.4045500145626355,0.004627681952040387,0.20795443513154915,0.12161418724313129,0.1593799553412511,0.0,0.0049836574868127245,0.0
1047.jpg,0.0,0.017014769991541414,0.0,0.23898757238597176,0.3551629904352918,0.34725746632832327,0.0,0.007905524106968573,0.03367167675190318
1048.jpg,0.17034199215099982,0.6115367844016695,0.0,0.018532361552357816,0.04712514794742416,0.0,0.053074191739861706,0.052669283000062295,0.04672023920762474
1049.jpg,0.15620791812550497,0.0988082413143011,0.044068138971182336,0.030635604632372745,0.3544977107460275,0.1079315917048209,0.051238890385133316,0.15371667115539994,0.002895232965257204
1050.jpg,0.21501740427647936,0.0,0.0,0.18839714901375768,0.26514172053704627,0.20510525443394662,0.02519476214155478,0.014188629206033483,0.08695508039118183
1051.jpg,0.06714733331087228,0.008692429500353762,0.0,0.23334793302112464,0.07836663185202655,0.3058185371112833,0.1417405073953034,0.10127691115528452,0.06360971665375156
1052.jpg,0.006149741320404777,0.24960140565515895,0.0,0.1288842612175837,0.335990628965607,0.08241954901896983,0.02144274883675528,0.13656330328962354,0.03894836169589692
1053.jpg,0.0,0.5482831905426048,0.0,0.006209736335259348,0.1878860330743176,0.007371986451484359,0.2020986916384406,0.04815036195789334,0.0
1054.jpg,0.0,0.02735530207013097,0.01982115195042952,0.5289043796648359,0.3775876637093367,0.017004647232784116,0.0,0.0,0.02932685537248275
1055.jpg,0.1113663637922167,0.28787930738899364,0.0,0.0,0.08674781416080919,0.010149151380078861,0.04906566089490828,0.38457054688839365,0.07022115549459969
1056.jpg,0.2154786416968984,0.0016995130241526948,0.0,0.10236297676242768,0.3083635650553976,0.3687616432983626,0.0,0.0,0.003333660162761055
1057.jpg,0.0,0.0,0.0,0.2512652575171182,0.37229995699778373,0.34166914756375905,0.00714498362607919,0.02246038834309153,0.005160265952168304
1058.jpg,0.010475005185646131,0.05379243587084284,0.026550508193320888,0.24393279402613566,0.3210952084629745,0.34415404826108,0.0,0.0,0.0
1059.jpg,0.0,0.0,0.0,0.043683945646703574,0.16490521724542861,0.3350444556282503,0.31145780909243415,0.14490857238718335,0.0
1060.jpg,0.012625687416615145,0.0,0.02378705541635482,0.028440337118870194,0.24750252188344019,0.22443135595978003,0.13621424620090464,0.08769646285509745,0.23930233314893756
1061.jpg,0.11054044981537428,0.12561262168512924,0.0,0.0,0.28197381671701915,0.30318898959382345,0.15861027190332327,0.02007385028533065,0.0
1062.jpg,0.0,0.0,0.011514215875466359,0.3132638620867104,0.12064196577897851,0.27035893477421846,0.020165959089154768,0.030747459153479994,0.2333076032419915
1063.jpg,0.040195801562647085,0.02353384166431328,0.0,0.05638708462769462,0.2182685368226176,0.275314569016913,0.0,0.00781323543255201,0.3784869308732624
1064.jpg,0.0,0.2654481592298686,0.0,0.0,0.026115519708598933,0.2684077013139066,0.029010016911669052,0.4069207753349811,0.004097827500975673
1065.jpg,0.10471837612582337,0.017912353810996103,0.03690012098400323,0.21444414571851056,0.18187928485011426,0.14393735717166287,0.14696195725231886,0.11167495631133217,0.04157144777523861
1066.jpg,0.034957141345373734,0.02088257081378532,0.11563018095876398,0.19027126177290205,0.18589720977812269,0.23796253836114148,0.09443013862922854,0.1199689583406822,0.0
1067.jpg,0.0,0.03356119791666667,0.2750325520833333,0.09567057291666667,0.5763997395833333,0.0193359375,0.0,0.0,0.0
1068.jpg,0.0,0.03150131917734194,0.0,0.35315807876919164,0.3449251406592708,0.17635652754378714,0.05921993706093646,0.0,0.03483899678947201
1069.jpg,0.0,0.3283695342881533,0.005659363242593822,0.012709854880015177,0.5623004205001739,0.0,0.0,0.003509437541496728,0.08745138954756711
1070.jpg,0.024929030573955038,0.06770646392795379,0.28475870395144715,0.006754331582210331,0.5860932554573042,0.029758214507129573,0.0,0.0,0.0
1071.jpg,0.36146300266354836,0.04511791073864744,0.011141427921782628,0.007730786721236926,0.1589683622425778,0.3620801663093614,0.0,0.05349834340284545,0.0
1072.jpg,0.0,0.018739235273854633,0.0,0.28167413021012744,0.541370995521874,0.0,0.02104719255942129,0.11398553220806062,0.023182914226662073
1073.jpg,0.019215537725128275,0.17001274148558834,0.06604910637418644,0.042425703364440924,0.11515548056062537,0.5871414304900306,0.0,0.0,0.0
1074.jpg,0.30960484023444884,0.0642843637738703,0.010272893426608684,0.09453582907922102,0.06932627465809542,0.380380664271759,0.0,0.0,0.07159513455599673
1075.jpg,0.13723978411719354,0.30263819516610235,0.1321779357044685,0.004190271864838591,0.08122422982803124,0.2473601287251517,0.01917468405350139,0.06355804364587174,0.012436726894840938
1076.jpg,0.0050578034682080926,0.18768923754472888,0.06857280484448114,0.003956785026149188,0.15717038260390861,0.02604596751995596,0.48799201761629507,0.06351500137627306,0.0
1077.jpg,0.16609062980030723,0.33294930875576034,0.025793650793650792,0.04374679979518689,0.26411290322580644,0.0246415770609319,0.01747311827956989,0.06650025601638505,0.05869175627240143
1078.jpg,0.0,0.29510547447581414,0.0,0.040787712701548656,0.08281817602447263,0.3414696322732777,0.008954177554011854,0.22771015231661462,0.003154674654260404
1079.jpg,0.0,0.0,0.24065132696213912,0.055742399520495485,0.402950284705804,0.249775232259998,0.028803569644700475,0.02207718690686291,0.0
1080.jpg,0.0,0.1316987740805604,0.1237382582391339,0.191116064320968,0.2918961948734278,0.008852093615666296,0.12810062092023564,0.1106830122591944,0.013914981690813564
1081.jpg,0.06748321355062928,0.0,0.0,0.3703141343590782,0.08178965482336269,0.4804129972669299,0.0,0.0,0.0
1082.jpg,0.02044071217003548,0.09982749080493442,0.46795560329394914,0.057155876704748886,0.2567783094098884,0.0053705692803437165,0.012043094749861667,0.04550336881163949,0.034924974774598834
1083.jpg,0.020786092214663644,0.47594997594997596,0.011234796949082663,0.21126228269085412,0.19906548477977049,0.0,0.04157218442932729,0.04012918298632585,0.0
1084.jpg,0.0,0.0,0.28591869109459084,0.10790382282497123,0.13421879374164047,0.05875765964726741,0.33515816977199914,0.06647174095617282,0.011571121963358114
1085.jpg,0.03863851671403438,0.2969616998240628,0.0,0.18821897415076466,0.334652862362972,0.08823927459737448,0.0,0.05328867235079172,0.0
1086.jpg,0.01973103307749779,0.21707532432248863,0.1834544590097127,0.16803640562385383,0.3780479521836582,0.03365482578278883,0.0,0.0,0.0
1087.jpg,0.004950001661074383,0.07162552739111658,0.0948805687518687,0.0948805687518687,0.16447958539583402,0.27318029301352115,0.10062788611674031,0.19537556891797614,0.0
1088.jpg,0.030513849339891277,0.16091768055915093,0.08833807921304686,0.1591379756665804,0.3628009319181983,0.01562904478384675,0.030643282422987316,0.1520191560962982,0.0
1089.jpg,0.26105717367853293,0.14785394397044882,0.0,0.08607106665359092,0.34899153345755285,0.010329835572554019,0.0,0.11987185773593541,0.025824588931385048
1090.jpg,0.013056434518140763,0.39150870940984916,0.11320696752787933,0.40361279223372554,0.05956806242511751,0.009677122054621979,0.0,0.009369911830665725,0.0
1091.jpg,0.05362587829775951,0.0,0.032016439082593134,0.12630916081134827,0.12263025321490123,0.5271443722656768,0.11500729152856953,0.01614079278801538,0.007125812011136152
1092.jpg,0.12346552517069374,0.015212084763151378,0.0,0.25881770262143133,0.37761347153925073,0.0,0.0,0.2248912159054728,0.0
1093.jpg,0.011100497381336671,0.17072367337527586,0.0,0.0885075265983728,0.526203102869001,0.11380480252972759,0.014657926809183439,0.07500247043710268,0.0
1094.jpg,0.017568402902039888,0.32833392979145654,0.06594657904154602,0.010768780297361486,0.3573543286592706,0.0,0.0,0.22002797930832546,0.0
1095.jpg,0.03681001181240622,0.3567665932381956,0.06966127127031255,0.007342847109153019,0.34648660728538133,0.12540305845544808,0.0,0.051080675541934045,0.006448935287169172
1096.jpg,0.0,0.15891779133348083,0.11605929390941559,0.0,0.49407376971459277,0.0,0.12313916369038212,0.1078099813521287,0.0
1097.jpg,0.0,0.10047677340377553,0.012531409058694671,0.005379808002061723,0.5815669093486244,0.22144191740222924,0.01784678822240835,0.0,0.060756394562206044
1098.jpg,0.0,0.0,0.0,0.09507385956920675,0.6268952951129043,0.27803084531788896,0.0,0.0,0.0
1099.jpg,0.25333513003638325,0.021223554776984233,0.0,0.012397251044333648,0.27489556663522435,0.0,0.1357970623905134,0.18400485109823475,0.11834658401832637
1100.jpg,0.0802559531389278,0.27725073220425317,0.0,0.05688908697313129,0.23984464535846173,0.11622946644594423,0.11237743537501592,0.0942951738189227,0.02285750668534318
1101.jpg,0.14489126390908783,0.36067237122467616,0.3426455169614773,0.09148713092298846,0.014610883755538269,0.040349037778604525,0.0,0.005343795447627422,0.0
1102.jpg,0.15893716664498503,0.005919084168075972,0.0,0.25217900351242356,0.37563418758943673,0.19510212046311956,0.007902953037595941,0.0,0.004325484584363211
1103.jpg,0.16799916934897727,0.36147163672861937,0.2811061502786142,0.03509500571072578,0.0654829889592635,0.042916969508185375,0.009102550790848995,0.026303949053403938,0.010521579621361575
1104.jpg,0.0,0.01006389247525408,0.0,0.11944251332472605,0.21058032906280003,0.40901115635448737,0.16317409871884,0.08282848346409773,0.00489952659979475
1105.jpg,0.0,0.006959730674608313,0.006085717985238897,0.43483749838145797,0.021364754629030168,0.41965557425870775,0.012948336138806164,0.01226854849151884,0.08587983944063188
1106.jpg,0.011278440576308755,0.44644370558706564,0.0739943933763609,0.0,0.28636156203142316,0.06698611382749853,0.0,0.031651346241606364,0.08328443835973662
1107.jpg,0.006495193556767992,0.10603403481423747,0.43339179007534423,0.047414912964406336,0.2504546635489738,0.10363081319823331,0.00841127565601455,0.0,0.04416731618602234
1108.jpg,0.05008087792191316,0.374322052713375,0.035205683656316406,0.003425417869263218,0.2466935202511973,0.0,0.0038377366868597163,0.2436487043674078,0.04278600653366742
1109.jpg,0.00819672131147541,0.14716993860891858,0.4574310193618026,0.0059029885987991635,0.23406193078324225,0.147237401335762,0.0,0.0,0.0
1110.jpg,0.0030157597768986316,0.02597444711070757,0.0,0.015111226408975938,0.4409819054413386,0.45713081263376354,0.0,0.040372267981062325,0.017413580647253388
1111.jpg,0.18644305171387557,0.0,0.24592976436399286,0.009243373831448479,0.17537901333986905,0.1584678407618781,0.0,0.22453695598893597,0.0
1112.jpg,0.0,0.5043352145537093,0.04871204716713434,0.0,0.08938424188920768,0.005454488129394331,0.022070183182520416,0.08254248510262635,0.24750133997540752
1113.jpg,0.18984066457851015,0.06519814789595534,0.003064142720958736,0.0055495029279586,0.1748944573062781,0.028700803486313497,0.1907258613645649,0.01545689772572518,0.3265695219937355
1114.jpg,0.0,0.0,0.03923109670236107,0.1307594066214756,0.22877165405901037,0.21121917673641813,0.0,0.3610046828437633,0.029013983036971544
1115.jpg,0.10652976614627195,0.0053766923625056685,0.0031741918766599727,0.3424564358359785,0.16207812398782145,0.0,0.0,0.3387963982639114,0.04158839152685107
1116.jpg,0.1324225803154703,0.007086158143971655,0.32960855789868154,0.34688106837461247,0.06183354341975267,0.12216809184751133,0.0,0.0,0.0
1117.jpg,0.0,0.0,0.052877085461355125,0.1532856656452162,0.4782090568607423,0.15675859720803542,0.008443990466462376,0.13670411985018727,0.013721484508001362
1118.jpg,0.015365965533058122,0.0,0.011336085446563135,0.15746019264792607,0.3496821964484634,0.13685210667715092,0.003210798768101697,0.2550291592949348,0.07106349518380185
1119.jpg,0.007081453180066533,0.4203748229636705,0.025855538355126644,0.1563189618260268,0.021244359540199598,0.2055927011626758,0.00787194097691117,0.15566022199532295,0.0
1120.jpg,0.0,0.009568892645815723,0.008926458157227387,0.2376669484361792,0.40490278951817416,0.14951817413355875,0.013795435333896872,0.16973795435333897,0.00588334742180896
1121.jpg,0.35285864608909157,0.3905168840279328,0.14514843276681227,0.01173431969643825,0.06565479417110424,0.0340869232486209,0.0,0.0,0.0
1122.jpg,0.023623899455608575,0.23912897372135225,0.02943746219503999,0.005376705423751596,0.16741716513206534,0.0,0.0,0.5350157940721822,0.0
1123.jpg,0.006887052341597796,0.027099750144147606,0.1355948491255045,0.30053174450637454,0.5106348901274905,0.0,0.0,0.0065667243257095265,0.012684989429175475
1124.jpg,0.03916474843801381,0.0,0.0,0.31025978296612955,0.5457744163104242,0.006511016113120684,0.024860243341006248,0.03587635646169023,0.03755343636961526
1125.jpg,0.014145740055804296,0.049218090973979625,0.06719226526507041,0.02001816884043865,0.6437933943287263,0.00493154240477581,0.02692881707871001,0.05950295243657128,0.1142690286159237
1126.jpg,0.2233939628482972,0.24332430340557276,0.12219427244582043,0.010384416924664602,0.2173310113519092,0.17018188854489164,0.003869969040247678,0.00932017543859649,0.0
1127.jpg,0.0,0.14807249619038357,0.0,0.14842914113413092,0.20617319975359077,0.007035632072107123,0.03362189151509257,0.3995071815322764,0.0571604578024187
1128.jpg,0.011814571304609018,0.0,0.017922103928178085,0.15338917998865267,0.5041551246537396,0.02629910222607883,0.15632613556719954,0.09661916363515002,0.03347461869639222
1129.jpg,0.028679391531828313,0.039014307399153826,0.0,0.3343991215321513,0.4691082905403223,0.009527500565190711,0.028614798307657528,0.0666279107321642,0.02402867939153183
1130.jpg,0.10126789098751715,0.3607934121952813,0.2636755767596889,0.04738252401803804,0.16044702960590812,0.0034965034965034965,0.05297039409188942,0.0036598915103588,0.006306777334814718
1131.jpg,0.0,0.5876111919780042,0.008410156881772603,0.057286107067766455,0.243538735241792,0.0638848455442342,0.0,0.039268963286430536,0.0
1132.jpg,0.31514633905988243,0.11526459284564596,0.22566764116545676,0.04864829353217488,0.11319515159478369,0.08639096015504386,0.04227572841047203,0.017770916138356928,0.03564037709818349
1133.jpg,0.0,0.21761019212986746,0.07870132538785575,0.08445494708722902,0.21202780917154698,0.14969690742833658,0.02078838316380698,0.10551731223672044,0.1312031233946368
1134.jpg,0.008482438701126574,0.0,0.0,0.011033797216699802,0.5199138502319417,0.19927104042412194,0.04738237243207422,0.21391650099403578,0.0
1135.jpg,0.1846881637381734,0.004441011778335586,0.0,0.2325738559567484,0.30298641951470684,0.009268198493917745,0.12386561112183819,0.1369633777434511,0.005213361652828732
1136.jpg,0.01275786297596012,0.015250401757895772,0.0780886163130104,0.2583057295595422,0.5040175789577253,0.0341084254370142,0.01836607523531534,0.06080482765406185,0.018300482109474926
1137.jpg,0.15942845076370804,0.0,0.19004715985077777,0.0,0.4055043288519744,0.029281340184416135,0.0,0.21573872034912367,0.0
1138.jpg,0.06604409682421954,0.25392758411435506,0.08492347110781472,0.37205852606027917,0.14125817544332817,0.0,0.060447710875868116,0.021340435574135258,0.0
1139.jpg,0.016376317325713582,0.008725842627584723,0.0,0.0,0.7805942175930193,0.0,0.01311948873936154,0.18118413371432082,0.0
1140.jpg,0.0,0.0,0.0,0.19260329764172635,0.34733626748998225,0.3544636405439138,0.009032385206595283,0.0818826775274256,0.014681731590356698
1141.jpg,0.01683816651075772,0.02986770012027262,0.007917947347320594,0.014065214486168648,0.1287919283709742,0.1410530535881331,0.20910730990244555,0.15688894828277428,0.2954697313911533
1142.jpg,0.0060352346066631785,0.21946624803767661,0.0,0.06760858189429618,0.2753183324611896,0.12318158032443746,0.049921507064364205,0.16361416361416362,0.09485435199720914
1143.jpg,0.07514733174877088,0.37980659655520466,0.12701461921661836,0.040308664083612805,0.3137759255038583,0.059876925080584766,0.0,0.004069937811350242,0.0
1144.jpg,0.0,0.027846108432549446,0.0,0.0,0.24097215389156745,0.216077929745154,0.037390534291055794,0.07291154186755879,0.40480173177211454
1145.jpg,0.0,0.13416653140723908,0.22928096088297353,0.07829897743872748,0.25184223340366824,0.28089595844830384,0.02551533841908781,0.0,0.0
1146.jpg,0.33262483130904186,0.2290485829959514,0.0,0.18039811066126857,0.2483130904183536,0.004116059379217274,0.0,0.0,0.005499325236167341
1147.jpg,0.0,0.23596395682740864,0.028187609334257516,0.10314552595966597,0.16077499422385055,0.03277552232894346,0.008350661781694557,0.40941347328118294,0.021388256262996338
1148.jpg,0.12319072627129499,0.0,0.0,0.26072755219674654,0.005507877545792237,0.19975662866658128,0.17138465479697707,0.00935058281029845,0.23008197771230945
1149.jpg,0.21135208403930872,0.10681125042358522,0.1219586580820061,0.13646221619789903,0.10847170450694679,0.11172483903761436,0.07184005421890885,0.0870213486953575,0.04435784479837343
1150.jpg,0.030297878128400436,0.15135337323177367,0.07351741022850924,0.09371599564744287,0.0698449401523395,0.0,0.09721844396082699,0.430563112078346,0.05348884657236126
1151.jpg,0.03719926995188319,0.03358221337315414,0.0,0.20882694541231125,0.6134063381450141,0.004313920690227311,0.0,0.10267131242740998,0.0
1152.jpg,0.03813011632916846,0.0,0.0,0.3592971010032621,0.19003508340001232,0.2899304486982212,0.0,0.0,0.12260725056933587
1153.jpg,0.018677332971763667,0.009694586624182232,0.0,0.2820243381580285,0.3076505881156571,0.27948205145588284,0.08836988576658418,0.0,0.014101216907901427
1154.jpg,0.2762147479963784,0.34730559002045536,0.17732470406760337,0.04057543341940244,0.08343113913014319,0.018342778578853827,0.0045605445826766376,0.045270111666275446,0.006974950538211328
1155.jpg,0.016235861553615706,0.26021534594612955,0.014605482150742163,0.2420434088516015,0.21317210692571584,0.22074657790156585,0.0,0.019700417784721987,0.013280798885907408
1156.jpg,0.05962935804279715,0.28411439237384173,0.28378108126124924,0.05019665355642957,0.1924205052996467,0.1298580094660356,0.0,0.0,0.0
1157.jpg,0.005258912727859332,0.0,0.0,0.3395386352637522,0.27068882077754475,0.3341506694628166,0.0,0.04465236328440071,0.005710598483626391
1158.jpg,0.0,0.029231139743512553,0.015353121801432957,0.1671985068336444,0.34412065747486303,0.008429164910590644,0.004605936540429887,0.4310614726955265,0.0
1159.jpg,0.06708437212964177,0.2019748064558457,0.060425141057603986,0.27279884529589293,0.20204041464374753,0.11156672352709618,0.0,0.08410969689017189,0.0
1160.jpg,0.2978451244711207,0.07993046672570435,0.004263832857751976,0.002689494571812785,0.14014890616287842,0.4437338056348191,0.0,0.003739053429105579,0.027649316146807046
1161.jpg,0.27350090356497453,0.05059963857401019,0.2106456382454411,0.012222769837358304,0.3320190570067357,0.006998521439132577,0.0,0.003055692459339576,0.11095777887300805
1162.jpg,0.08586001700198356,0.005604357545417335,0.0,0.005604357545417335,0.35795472434747017,0.28081609521110795,0.0,0.11032398224237272,0.15383646610623092
1163.jpg,0.0,0.06164826037468853,0.06112529609007291,0.1991878672285969,0.48881779309071893,0.18377580213492478,0.005444981080997939,0.0,0.0
1164.jpg,0.0,0.5213029315960912,0.0,0.0,0.015439739413680782,0.0,0.014364820846905537,0.4453745928338762,0.003517915309446254
1165.jpg,0.008448965001787281,0.022747213466350374,0.0,0.2280570630097813,0.12410229746856011,0.5221135410912163,0.0,0.0,0.09453091996230462
1166.jpg,0.08484228473998295,0.05306052855924979,0.015242966751918158,0.2125149190110827,0.27232736572890026,0.038192668371696506,0.006581415174765558,0.18352941176470589,0.1337084398976982
1167.jpg,0.009433344251555847,0.006387160170324271,0.25869636423190306,0.17166721257779233,0.22898788077301016,0.09305601048149362,0.0,0.0052407468064199145,0.2265312807075008
1168.jpg,0.08280299567525755,0.007911114236489575,0.00632889138919166,0.019021834675292712,0.4392602229176189,0.24643999859357968,0.1025280405049049,0.04177068316866495,0.05393621883900004
1169.jpg,0.28405399068895065,0.32076230029808755,0.0,0.19050808855544762,0.05077536256154336,0.0,0.039689185115718256,0.11421107278025254,0.0
1170.jpg,0.05214835364444004,0.10736814293734932,0.0,0.0702136794478021,0.4804319825621718,0.041249711020839526,0.12705175203936722,0.12153637834803,0.0
1171.jpg,0.0,0.21450476864489604,0.0,0.07575910760624137,0.455902672463182,0.11525629360024264,0.008155562295689684,0.07060290499780945,0.0598186903919388
1172.jpg,0.0,0.01135324355861112,0.0,0.00851493266895834,0.06121290485351162,0.3235989782080797,0.5731811157715475,0.0,0.022138824939291684
1173.jpg,0.2587383856899058,0.009038619556285949,0.20965804942797547,0.18475444030086594,0.023987105745528096,0.3138233992794387,0.0,0.0,0.0
1174.jpg,0.0041316716337036034,0.25030479544838796,0.05394879436467082,0.01385125982118667,0.019743971823354106,0.007856949336223246,0.3701571389867245,0.07020455161202926,0.20980086697371986
1175.jpg,0.002522935779816514,0.021559633027522937,0.0,0.46294233289646136,0.4098951507208388,0.0481651376146789,0.03414154652686763,0.02077326343381389,0.0
1176.jpg,0.007300958044268252,0.2384869507763462,0.2888338288734721,0.11959035348529898,0.24103072348860258,0.10475718533201189,0.0,0.0,0.0
1177.jpg,0.0,0.0057607590647238225,0.0,0.19170697144265425,0.6671698345707157,0.02593881889036074,0.05643695511536921,0.027017035827608515,0.02596962508856782
